"hhid","h04_sex","h14_cls_wkr","h06_status","urb","age_group"
"2526200000000049262",1,"",2,2,"70 to 79"
"3700300000000061003",1,"",2,1,"70 to 79"
"497600000000028976",1,"",3,2,"70 to 79"
"3620700000000060207",1,"",2,1,"60 to 69"
"1636800000000040368",1,"",1,2,"40 to 49"
"1637100000000040371",1,"",2,2,"60 to 69"
"1172500000000035725",1,"",2,2,"70 to 79"
"1172400000000035724",1,"",2,2,"70 to 79"
"3956000000000063560",1,"",2,2,"80 to 89"
"1842000000000042420",1,"",2,2,"40 to 49"
"497900000000028979",1,"",2,2,"40 to 49"
"416100000000028161",1,"",2,1,"70 to 79"
"3028000000000054280",1,"",3,2,"60 to 69"
"1842700000000042427",1,"",3,1,"60 to 69"
"202800000000026028",1,"",3,2,"70 to 79"
"1842800000000042428",1,"",2,1,"60 to 69"
"2326800000000047268",1,"",2,1,"60 to 69"
"2326500000000047265",1,"",2,1,"60 to 69"
"3028700000000054287",1,"",2,1,"60 to 69"
"1171400000000035714",1,"",2,2,"60 to 69"
"1171300000000035713",1,"",2,2,"70 to 79"
"3956400000000063564",1,"",2,2,"70 to 79"
"2525300000000049253",1,"",2,2,"70 to 79"
"3029200000000054292",1,"",2,1,"70 to 79"
"3029600000000054296",1,"",2,1,"60 to 69"
"1843400000000042434",1,"",2,1,"60 to 69"
"3029800000000054298",1,"",2,1,"50 to 59"
"3030000000000054300",1,"",4,1,"30 to 39"
"1167600000000035676",1,"",2,2,"60 to 69"
"3829400000000062294",1,"",2,1,"50 to 59"
"3030500000000054305",1,"",2,1,"60 to 69"
"2326000000000047260",1,"",2,1,"70 to 79"
"2325800000000047258",1,"",2,1,"80 to 89"
"3031100000000054311",1,"",2,1,"50 to 59"
"1844200000000042442",1,"",2,1,"60 to 69"
"3829500000000062295",1,"",2,1,"60 to 69"
"3031900000000054319",1,"",2,2,"60 to 69"
"3032100000000054321",1,"",2,2,"70 to 79"
"144100000000025441",1,"",2,1,"60 to 69"
"2325200000000047252",1,"",2,1,"70 to 79"
"2325100000000047251",1,"",3,1,"60 to 69"
"3032900000000054329",1,"",2,2,"50 to 59"
"1844400000000042444",1,"",3,1,"80 to 89"
"1638000000000040380",1,"",2,2,"60 to 69"
"3675000000000060750",1,"",2,1,"70 to 79"
"3033600000000054336",1,"",2,1,"80 to 89"
"2324400000000047244",1,"",2,1,"40 to 49"
"1535500000000039355",1,"",2,2,"80 to 89"
"2323900000000047239",1,"",2,1,"50 to 59"
"3701000000000061010",1,"",2,1,"80 to 89"
"1161400000000035614",1,"",3,2,"50 to 59"
"1161100000000035611",1,"",2,2,"80 to 89"
"1488100000000038881",1,"",1,1,"18 to 29"
"4004600000000064046",1,"",1,2,"30 to 39"
"1160900000000035609",1,"",1,2,"30 to 39"
"2323800000000047238",1,"",1,1,"18 to 29"
"3036100000000054361",1,"",2,1,"70 to 79"
"3036600000000054366",1,"",2,1,"70 to 79"
"1638100000000040381",1,"",2,2,"60 to 69"
"1844800000000042448",1,"",2,2,"70 to 79"
"1160000000000035600",1,"",3,2,"70 to 79"
"1159100000000035591",1,"",4,2,"50 to 59"
"2524800000000049248",1,"",2,2,"60 to 69"
"1158600000000035586",1,"",2,2,"80 to 89"
"2323300000000047233",1,"",2,1,"70 to 79"
"2323000000000047230",1,"",2,1,"70 to 79"
"1156600000000035566",1,"",2,2,"80 to 89"
"3038200000000054382",1,"",2,1,"70 to 79"
"1845300000000042453",1,"",2,2,"70 to 79"
"1487100000000038871",1,"",2,1,"60 to 69"
"2645000000000050450",1,"",2,2,"70 to 79"
"1845500000000042455",1,"",3,2,"40 to 49"
"2322700000000047227",1,"",2,1,"60 to 69"
"1154700000000035547",1,"",2,2,"30 to 39"
"415500000000028155",1,"",1,2,"50 to 59"
"2321500000000047215",1,"",2,1,"30 to 39"
"3040000000000054400",1,"",2,2,"60 to 69"
"415400000000028154",1,"",3,2,"70 to 79"
"1153500000000035535",1,"",2,2,"60 to 69"
"2320800000000047208",1,"",2,1,"70 to 79"
"2320700000000047207",1,"",2,1,"70 to 79"
"2645900000000050459",1,"",2,2,"70 to 79"
"3830600000000062306",1,"",3,2,"60 to 69"
"1849900000000042499",1,"",2,1,"50 to 59"
"3041800000000054418",1,"",2,1,"70 to 79"
"3041900000000054419",1,"",2,1,"80 to 89"
"1850000000000042500",1,"",2,1,"60 to 69"
"1151100000000035511",1,"",2,2,"70 to 79"
"3042300000000054423",1,"",2,1,"60 to 69"
"1850100000000042501",1,"",2,1,"40 to 49"
"3042500000000054425",1,"",2,1,"60 to 69"
"3042700000000054427",1,"",2,1,"60 to 69"
"1150700000000035507",1,"",3,2,"90 to 99"
"1638600000000040386",1,"",3,2,"60 to 69"
"289900000000026899",1,"",2,1,"60 to 69"
"3912100000000063121",1,"",2,2,"40 to 49"
"500100000000029001",1,"",2,1,"50 to 59"
"2318700000000047187",1,"",2,2,"60 to 69"
"1485800000000038858",1,"",2,1,"50 to 59"
"2318600000000047186",1,"",3,2,"60 to 69"
"2318500000000047185",1,"",2,2,"60 to 69"
"1149300000000035493",1,"",2,2,"70 to 79"
"289400000000026894",1,"",1,1,"50 to 59"
"1535400000000039354",1,"",2,2,"60 to 69"
"3675200000000060752",1,"",3,1,"60 to 69"
"1638700000000040387",1,"",2,2,"60 to 69"
"2318000000000047180",1,"",2,1,"40 to 49"
"3045800000000054458",1,"",1,1,"40 to 49"
"3045900000000054459",1,"",2,1,"18 to 29"
"3046200000000054462",1,"",2,1,"18 to 29"
"413600000000028136",1,"",2,1,"60 to 69"
"2317900000000047179",1,"",2,1,"70 to 79"
"3619000000000060190",1,"",2,1,"70 to 79"
"1145100000000035451",1,"",2,2,"50 to 59"
"1535300000000039353",1,"",2,2,"30 to 39"
"1144800000000035448",1,"",2,2,"60 to 69"
"1144300000000035443",1,"",2,2,"60 to 69"
"3048000000000054480",1,"",1,1,"60 to 69"
"3048500000000054485",1,"",2,1,"60 to 69"
"3049100000000054491",1,"",2,1,"40 to 49"
"3675300000000060753",1,"",2,1,"70 to 79"
"1142200000000035422",1,"",2,2,"70 to 79"
"3675400000000060754",1,"",1,1,"30 to 39"
"1142100000000035421",1,"",3,2,"80 to 89"
"3049700000000054497",1,"",4,1,"30 to 39"
"1855300000000042553",1,"",1,2,"60 to 69"
"1855400000000042554",1,"",2,2,"30 to 39"
"3831900000000062319",1,"",3,1,"60 to 69"
"1141500000000035415",1,"",1,2,"60 to 69"
"3050700000000054507",1,"",3,1,"70 to 79"
"1855500000000042555",1,"",2,2,"60 to 69"
"2315100000000047151",1,"",2,2,"60 to 69"
"3051100000000054511",1,"",2,1,"80 to 89"
"3051200000000054512",1,"",2,1,"60 to 69"
"2315000000000047150",1,"",2,2,"50 to 59"
"1140600000000035406",1,"",2,2,"80 to 89"
"1140000000000035400",1,"",2,2,"70 to 79"
"3051800000000054518",1,"",2,1,"50 to 59"
"1139500000000035395",1,"",3,2,"70 to 79"
"2523100000000049231",1,"",2,2,"50 to 59"
"413400000000028134",1,"",2,1,"50 to 59"
"3702800000000061028",1,"",2,1,"60 to 69"
"3663400000000060634",1,"",2,1,"80 to 89"
"4004800000000064048",1,"",2,2,"80 to 89"
"1855800000000042558",1,"",2,2,"60 to 69"
"3053100000000054531",1,"",2,1,"60 to 69"
"1484400000000038844",1,"",2,1,"50 to 59"
"2648700000000050487",1,"",3,2,"60 to 69"
"3703100000000061031",1,"",2,1,"50 to 59"
"3618000000000060180",1,"",2,1,"70 to 79"
"1136500000000035365",1,"",1,2,"80 to 89"
"1136100000000035361",1,"",2,2,"80 to 89"
"1135100000000035351",1,"",2,2,"50 to 59"
"1856000000000042560",1,"",2,2,"50 to 59"
"1856600000000042566",1,"",2,2,"60 to 69"
"501500000000029015",1,"",2,2,"60 to 69"
"3617700000000060177",1,"",4,1,"40 to 49"
"3054900000000054549",1,"",2,1,"40 to 49"
"1857300000000042573",1,"",2,2,"70 to 79"
"1858000000000042580",1,"",2,2,"70 to 79"
"1133100000000035331",1,"",2,2,"60 to 69"
"3055800000000054558",1,"",2,1,"50 to 59"
"3832400000000062324",1,"",1,1,"40 to 49"
"1132200000000035322",1,"",2,2,"40 to 49"
"3056200000000054562",1,"",2,1,"50 to 59"
"3617100000000060171",1,"",3,1,"60 to 69"
"3056600000000054566",1,"",2,1,"30 to 39"
"3617000000000060170",1,"",1,1,"40 to 49"
"1131400000000035314",1,"",4,2,"70 to 79"
"1131100000000035311",1,"",3,2,"90 to 99"
"1642300000000040423",1,"",2,1,"50 to 59"
"1860200000000042602",1,"",4,1,"70 to 79"
"3057500000000054575",1,"",2,1,"50 to 59"
"1130100000000035301",1,"",2,2,"70 to 79"
"1860600000000042606",1,"",2,1,"70 to 79"
"1129200000000035292",1,"",2,2,"70 to 79"
"1128300000000035283",1,"",2,2,"60 to 69"
"1861300000000042613",1,"",2,2,"40 to 49"
"1127900000000035279",1,"",1,2,"18 to 29"
"3616800000000060168",1,"",2,1,"50 to 59"
"2554500000000049545",1,"",2,1,"60 to 69"
"3616600000000060166",1,"",2,1,"60 to 69"
"503500000000029035",1,"",2,2,"70 to 79"
"2308800000000047088",1,"",2,1,"30 to 39"
"2308600000000047086",1,"",2,1,"60 to 69"
"1122000000000035220",1,"",2,2,"60 to 69"
"1121400000000035214",1,"",2,2,"90 to 99"
"1121200000000035212",1,"",2,2,"80 to 89"
"504100000000029041",1,"",3,2,"80 to 89"
"1120100000000035201",1,"",4,1,"60 to 69"
"413000000000028130",1,"",2,1,"70 to 79"
"1862500000000042625",1,"",2,2,"50 to 59"
"1119900000000035199",1,"",3,1,"60 to 69"
"1119800000000035198",1,"",2,1,"40 to 49"
"1118500000000035185",1,"",2,2,"80 to 89"
"1118200000000035182",1,"",3,2,"70 to 79"
"1118000000000035180",1,"",2,2,"50 to 59"
"1862700000000042627",1,"",3,2,"60 to 69"
"1117200000000035172",1,"",2,1,"70 to 79"
"1116700000000035167",1,"",2,1,"60 to 69"
"1116000000000035160",1,"",2,1,"70 to 79"
"2307500000000047075",1,"",2,2,"60 to 69"
"3062700000000054627",1,"",2,1,"30 to 39"
"3062800000000054628",1,"",2,1,"30 to 39"
"1115700000000035157",1,"",2,1,"50 to 59"
"1483500000000038835",1,"",2,1,"70 to 79"
"1115300000000035153",1,"",2,1,"70 to 79"
"1862900000000042629",1,"",2,2,"50 to 59"
"1114500000000035145",1,"",2,1,"50 to 59"
"3063500000000054635",1,"",2,1,"40 to 49"
"1535100000000039351",1,"",2,2,"50 to 59"
"2649900000000050499",1,"",2,2,"60 to 69"
"3063800000000054638",1,"",2,1,"70 to 79"
"504300000000029043",1,"",2,2,"80 to 89"
"2306400000000047064",1,"",2,2,"70 to 79"
"3064100000000054641",1,"",2,1,"40 to 49"
"3615500000000060155",1,"",3,1,"70 to 79"
"412700000000028127",1,"",3,1,"80 to 89"
"1111800000000035118",1,"",3,2,"80 to 89"
"1111400000000035114",1,"",2,2,"60 to 69"
"1111300000000035113",1,"",1,1,"70 to 79"
"504400000000029044",1,"",2,2,"60 to 69"
"3833000000000062330",1,"",2,1,"80 to 89"
"1110900000000035109",1,"",2,1,"70 to 79"
"1110800000000035108",1,"",3,1,"50 to 59"
"3703500000000061035",1,"",2,1,"60 to 69"
"1110200000000035102",1,"",3,2,"60 to 69"
"4005000000000064050",1,"",2,2,"50 to 59"
"3066400000000054664",1,"",2,1,"60 to 69"
"3066500000000054665",1,"",2,1,"50 to 59"
"3703600000000061036",1,"",2,1,"60 to 69"
"3066800000000054668",1,"",2,1,"60 to 69"
"3615100000000060151",1,"",2,1,"60 to 69"
"1109300000000035093",1,"",2,2,"50 to 59"
"169500000000025695",1,"",2,1,"60 to 69"
"1107400000000035074",1,"",2,2,"70 to 79"
"1866900000000042669",1,"",2,1,"50 to 59"
"3662900000000060629",1,"",3,1,"60 to 69"
"1105300000000035053",1,"",2,2,"60 to 69"
"3068400000000054684",1,"",2,1,"70 to 79"
"3068500000000054685",1,"",2,1,"70 to 79"
"1104700000000035047",1,"",2,2,"70 to 79"
"2303400000000047034",1,"",2,1,"70 to 79"
"1104400000000035044",1,"",2,2,"18 to 29"
"3069300000000054693",1,"",2,1,"70 to 79"
"2302700000000047027",1,"",3,1,"70 to 79"
"1103100000000035031",1,"",2,2,"50 to 59"
"1103000000000035030",1,"",3,2,"80 to 89"
"4005100000000064051",1,"",2,2,"70 to 79"
"3070800000000054708",1,"",1,1,"70 to 79"
"505000000000029050",1,"",2,2,"60 to 69"
"505600000000029056",1,"",2,1,"70 to 79"
"1869300000000042693",1,"",2,2,"60 to 69"
"2651100000000050511",1,"",2,2,"70 to 79"
"3071800000000054718",1,"",2,1,"60 to 69"
"2301100000000047011",1,"",2,2,"80 to 89"
"1097600000000034976",1,"",2,2,"60 to 69"
"3834000000000062340",1,"",2,1,"18 to 29"
"1096800000000034968",1,"",1,2,"60 to 69"
"1096500000000034965",1,"",3,2,"60 to 69"
"1870900000000042709",1,"",2,1,"60 to 69"
"1871300000000042713",1,"",2,1,"50 to 59"
"446900000000028469",1,"",2,1,"70 to 79"
"1482400000000038824",1,"",2,1,"50 to 59"
"1871500000000042715",1,"",2,1,"70 to 79"
"3959100000000063591",1,"",3,1,"80 to 89"
"1092700000000034927",1,"",2,1,"80 to 89"
"1092300000000034923",1,"",2,1,"60 to 69"
"3074600000000054746",1,"",2,2,"50 to 59"
"1872600000000042726",1,"",2,1,"50 to 59"
"3075500000000054755",1,"",2,2,"50 to 59"
"2562100000000049621",1,"",2,1,"30 to 39"
"3075700000000054757",1,"",2,2,"60 to 69"
"3075800000000054758",1,"",2,2,"70 to 79"
"3959500000000063595",1,"",2,1,"70 to 79"
"1090300000000034903",1,"",2,2,"50 to 59"
"412500000000028125",1,"",1,1,"18 to 29"
"3076400000000054764",1,"",2,2,"70 to 79"
"1643700000000040437",1,"",1,2,"13 to 17"
"1873200000000042732",1,"",2,1,"60 to 69"
"1873700000000042737",1,"",2,1,"70 to 79"
"3076800000000054768",1,"",2,2,"60 to 69"
"2298600000000046986",1,"",2,1,"50 to 59"
"3077000000000054770",1,"",2,2,"60 to 69"
"3077200000000054772",1,"",3,2,"50 to 59"
"1088600000000034886",1,"",2,2,"40 to 49"
"3613400000000060134",1,"",2,1,"60 to 69"
"3077500000000054775",1,"",2,2,"80 to 89"
"3077700000000054777",1,"",2,2,"50 to 59"
"3077800000000054778",1,"",2,2,"60 to 69"
"505800000000029058",1,"",1,1,"50 to 59"
"2297500000000046975",1,"",4,1,"60 to 69"
"2297300000000046973",1,"",2,1,"70 to 79"
"3078500000000054785",1,"",2,2,"80 to 89"
"1087700000000034877",1,"",2,2,"50 to 59"
"3078800000000054788",1,"",3,2,"80 to 89"
"3079100000000054791",1,"",3,2,"70 to 79"
"1087000000000034870",1,"",2,2,"50 to 59"
"288800000000026888",1,"",2,2,"60 to 69"
"3079500000000054795",1,"",2,2,"70 to 79"
"3079700000000054797",1,"",3,2,"50 to 59"
"3080000000000054800",1,"",1,2,"60 to 69"
"3080300000000054803",1,"",2,2,"30 to 39"
"3080500000000054805",1,"",2,2,"40 to 49"
"2554400000000049544",1,"",3,1,"50 to 59"
"1085400000000034854",1,"",2,2,"60 to 69"
"506000000000029060",1,"",2,1,"60 to 69"
"3081500000000054815",1,"",2,2,"60 to 69"
"461100000000028611",1,"",1,1,"40 to 49"
"1084500000000034845",1,"",2,2,"60 to 69"
"2554200000000049542",1,"",2,1,"70 to 79"
"506200000000029062",1,"",2,1,"30 to 39"
"2295900000000046959",1,"",3,2,"60 to 69"
"3082700000000054827",1,"",2,2,"50 to 59"
"1082900000000034829",1,"",2,2,"60 to 69"
"3612700000000060127",1,"",2,1,"40 to 49"
"1082300000000034823",1,"",2,2,"80 to 89"
"3083600000000054836",1,"",2,2,"50 to 59"
"1878800000000042788",1,"",3,1,"70 to 79"
"1481600000000038816",1,"",2,1,"80 to 89"
"507400000000029074",1,"",2,2,"50 to 59"
"1081800000000034818",1,"",3,2,"80 to 89"
"3612500000000060125",1,"",2,1,"70 to 79"
"2295200000000046952",1,"",2,2,"80 to 89"
"1879500000000042795",1,"",2,1,"70 to 79"
"1080200000000034802",1,"",3,2,"70 to 79"
"3612200000000060122",1,"",3,1,"60 to 69"
"3085300000000054853",1,"",3,2,"60 to 69"
"1080000000000034800",1,"",3,2,"70 to 79"
"3612100000000060121",1,"",2,1,"70 to 79"
"1079200000000034792",1,"",3,1,"70 to 79"
"508200000000029082",1,"",1,2,"60 to 69"
"3086700000000054867",1,"",2,1,"60 to 69"
"3911600000000063116",1,"",2,2,"70 to 79"
"411200000000028112",1,"",2,1,"60 to 69"
"3087600000000054876",1,"",2,1,"40 to 49"
"3611200000000060112",1,"",2,1,"80 to 89"
"3611100000000060111",1,"",2,1,"40 to 49"
"3662300000000060623",1,"",2,1,"30 to 39"
"1077100000000034771",1,"",2,2,"70 to 79"
"1076600000000034766",1,"",2,2,"60 to 69"
"3837000000000062370",1,"",2,1,"60 to 69"
"1076400000000034764",1,"",2,2,"70 to 79"
"3610900000000060109",1,"",2,1,"60 to 69"
"3610800000000060108",1,"",2,1,"70 to 79"
"3089800000000054898",1,"",3,1,"60 to 69"
"1075600000000034756",1,"",2,2,"60 to 69"
"3090000000000054900",1,"",2,1,"60 to 69"
"1075300000000034753",1,"",2,2,"60 to 69"
"1075200000000034752",1,"",2,2,"70 to 79"
"3610600000000060106",1,"",2,1,"70 to 79"
"3921800000000063218",1,"",2,2,"50 to 59"
"1884200000000042842",1,"",2,1,"40 to 49"
"1074100000000034741",1,"",2,2,"50 to 59"
"3091100000000054911",1,"",2,2,"70 to 79"
"287800000000026878",1,"",2,2,"50 to 59"
"2580800000000049808",1,"",2,2,"80 to 89"
"2290300000000046903",1,"",3,2,"60 to 69"
"3092300000000054923",1,"",2,2,"60 to 69"
"3092400000000054924",1,"",2,2,"80 to 89"
"2290200000000046902",1,"",3,2,"80 to 89"
"1885300000000042853",1,"",2,1,"50 to 59"
"3092800000000054928",1,"",2,2,"40 to 49"
"3610400000000060104",1,"",2,1,"18 to 29"
"1887000000000042870",1,"",3,1,"70 to 79"
"1887100000000042871",1,"",2,1,"60 to 69"
"4005600000000064056",1,"",2,1,"50 to 59"
"3093400000000054934",1,"",2,2,"60 to 69"
"3093700000000054937",1,"",2,2,"60 to 69"
"285900000000026859",1,"",2,2,"70 to 79"
"1071900000000034719",1,"",2,1,"50 to 59"
"2288700000000046887",1,"",2,2,"70 to 79"
"3609900000000060099",1,"",3,1,"60 to 69"
"3094700000000054947",1,"",4,2,"50 to 59"
"1071500000000034715",1,"",1,1,"18 to 29"
"3704600000000061046",1,"",2,1,"60 to 69"
"1071200000000034712",1,"",2,1,"70 to 79"
"3095400000000054954",1,"",2,2,"50 to 59"
"3095500000000054955",1,"",2,2,"60 to 69"
"3095600000000054956",1,"",2,2,"30 to 39"
"1887800000000042878",1,"",2,1,"60 to 69"
"285800000000026858",1,"",2,2,"70 to 79"
"3096000000000054960",1,"",2,2,"50 to 59"
"1888000000000042880",1,"",2,1,"60 to 69"
"508600000000029086",1,"",2,2,"60 to 69"
"3096400000000054964",1,"",2,2,"40 to 49"
"3096500000000054965",1,"",2,2,"60 to 69"
"2288200000000046882",1,"",2,2,"70 to 79"
"1070400000000034704",1,"",2,1,"60 to 69"
"3096900000000054969",1,"",2,1,"60 to 69"
"2288100000000046881",1,"",2,2,"60 to 69"
"3609700000000060097",1,"",2,1,"60 to 69"
"3097700000000054977",1,"",2,1,"60 to 69"
"3097900000000054979",1,"",2,1,"40 to 49"
"2287500000000046875",1,"",2,2,"60 to 69"
"3098400000000054984",1,"",2,1,"70 to 79"
"2287300000000046873",1,"",2,2,"60 to 69"
"285000000000026850",1,"",2,2,"70 to 79"
"1888300000000042883",1,"",3,1,"60 to 69"
"3098900000000054989",1,"",2,1,"30 to 39"
"1534400000000039344",1,"",2,2,"50 to 59"
"510200000000029102",1,"",2,2,"50 to 59"
"1069300000000034693",1,"",2,1,"30 to 39"
"2286500000000046865",1,"",2,2,"80 to 89"
"1068800000000034688",1,"",2,1,"40 to 49"
"1607500000000040075",1,"",4,2,"40 to 49"
"3608900000000060089",1,"",2,1,"60 to 69"
"2286200000000046862",1,"",2,2,"18 to 29"
"2286100000000046861",1,"",2,2,"50 to 59"
"3704800000000061048",1,"",3,1,"60 to 69"
"3608800000000060088",1,"",2,1,"70 to 79"
"1889800000000042898",1,"",2,1,"50 to 59"
"284600000000026846",1,"",2,2,"60 to 69"
"1068000000000034680",1,"",2,1,"60 to 69"
"3101300000000055013",1,"",2,2,"30 to 39"
"3705100000000061051",1,"",2,1,"70 to 79"
"1067000000000034670",1,"",2,1,"70 to 79"
"1890400000000042904",1,"",2,1,"50 to 59"
"3103200000000055032",1,"",2,2,"70 to 79"
"1066000000000034660",1,"",1,1,"60 to 69"
"1891100000000042911",1,"",2,1,"60 to 69"
"1065300000000034653",1,"",2,1,"50 to 59"
"3961500000000063615",1,"",2,2,"40 to 49"
"3841400000000062414",1,"",2,2,"60 to 69"
"131200000000025312",1,"",2,2,"50 to 59"
"1064100000000034641",1,"",2,1,"60 to 69"
"410500000000028105",1,"",2,2,"80 to 89"
"2283200000000046832",1,"",2,2,"60 to 69"
"4006100000000064061",1,"",2,1,"30 to 39"
"2553600000000049536",1,"",2,1,"18 to 29"
"1063500000000034635",1,"",2,1,"60 to 69"
"3105800000000055058",1,"",2,1,"60 to 69"
"1480700000000038807",1,"",2,1,"60 to 69"
"1063200000000034632",1,"",2,1,"30 to 39"
"3842200000000062422",1,"",2,1,"60 to 69"
"3106400000000055064",1,"",2,1,"50 to 59"
"3705700000000061057",1,"",2,1,"50 to 59"
"3911400000000063114",1,"",2,1,"50 to 59"
"511200000000029112",1,"",2,2,"70 to 79"
"3106800000000055068",1,"",2,1,"50 to 59"
"1062900000000034629",1,"",2,1,"70 to 79"
"3107000000000055070",1,"",1,1,"40 to 49"
"1892200000000042922",1,"",2,1,"60 to 69"
"1062400000000034624",1,"",2,1,"60 to 69"
"1892400000000042924",1,"",2,1,"60 to 69"
"282300000000026823",1,"",2,2,"70 to 79"
"1061600000000034616",1,"",1,1,"30 to 39"
"3108600000000055086",1,"",2,2,"60 to 69"
"511600000000029116",1,"",2,1,"80 to 89"
"2281100000000046811",1,"",2,2,"30 to 39"
"3109500000000055095",1,"",2,2,"70 to 79"
"2553500000000049535",1,"",2,1,"40 to 49"
"3705900000000061059",1,"",2,1,"50 to 59"
"2281000000000046810",1,"",2,2,"60 to 69"
"1895000000000042950",1,"",2,1,"70 to 79"
"3962600000000063626",1,"",2,2,"50 to 59"
"3111600000000055116",1,"",2,2,"60 to 69"
"206900000000026069",1,"",2,1,"90 to 99"
"1895500000000042955",1,"",2,1,"70 to 79"
"280000000000026800",1,"",2,2,"70 to 79"
"2279100000000046791",1,"",2,2,"60 to 69"
"2279000000000046790",1,"",2,2,"70 to 79"
"3844900000000062449",1,"",2,2,"80 to 89"
"2278500000000046785",1,"",2,2,"70 to 79"
"3113500000000055135",1,"",3,2,"80 to 89"
"1645600000000040456",1,"",2,2,"60 to 69"
"278000000000026780",1,"",2,2,"80 to 89"
"277300000000026773",1,"",2,2,"60 to 69"
"2278200000000046782",1,"",2,2,"70 to 79"
"3114500000000055145",1,"",2,1,"70 to 79"
"3607400000000060074",1,"",2,1,"60 to 69"
"276500000000026765",1,"",2,2,"60 to 69"
"3846400000000062464",1,"",2,2,"80 to 89"
"1896500000000042965",1,"",3,1,"60 to 69"
"1054400000000034544",1,"",2,2,"18 to 29"
"2277700000000046777",1,"",2,2,"50 to 59"
"4006600000000064066",1,"",2,1,"50 to 59"
"1896800000000042968",1,"",2,1,"50 to 59"
"3116100000000055161",1,"",2,1,"40 to 49"
"2277300000000046773",1,"",2,2,"40 to 49"
"1556100000000039561",1,"",2,2,"40 to 49"
"1053400000000034534",1,"",2,1,"70 to 79"
"1053100000000034531",1,"",2,1,"50 to 59"
"3846800000000062468",1,"",2,2,"60 to 69"
"408600000000028086",1,"",2,1,"70 to 79"
"512800000000029128",1,"",2,1,"50 to 59"
"1608100000000040081",1,"",2,2,"80 to 89"
"1052000000000034520",1,"",2,1,"70 to 79"
"275300000000026753",1,"",3,2,"80 to 89"
"3119000000000055190",1,"",2,2,"70 to 79"
"1051200000000034512",1,"",2,1,"40 to 49"
"1051100000000034511",1,"",3,1,"70 to 79"
"1050400000000034504",1,"",2,1,"30 to 39"
"1050100000000034501",1,"",2,1,"70 to 79"
"2275500000000046755",1,"",2,2,"70 to 79"
"1898900000000042989",1,"",2,1,"60 to 69"
"2518600000000049186",1,"",2,2,"80 to 89"
"408300000000028083",1,"",1,1,"18 to 29"
"4006900000000064069",1,"",2,1,"50 to 59"
"1899900000000042999",1,"",2,1,"70 to 79"
"209300000000026093",1,"",2,1,"50 to 59"
"3706900000000061069",1,"",2,1,"50 to 59"
"3964000000000063640",1,"",2,2,"50 to 59"
"100400000000025004",1,"",2,2,"60 to 69"
"3964200000000063642",1,"",2,2,"80 to 89"
"130300000000025303",1,"",2,2,"70 to 79"
"3123200000000055232",1,"",3,2,"60 to 69"
"1900400000000043004",1,"",2,1,"60 to 69"
"3964600000000063646",1,"",3,2,"70 to 79"
"513000000000029130",1,"",2,1,"60 to 69"
"3606600000000060066",1,"",2,1,"60 to 69"
"4007500000000064075",1,"",2,1,"70 to 79"
"3850000000000062500",1,"",3,2,"80 to 89"
"1902300000000043023",1,"",2,1,"60 to 69"
"273500000000026735",1,"",2,1,"60 to 69"
"408200000000028082",1,"",2,1,"50 to 59"
"273300000000026733",1,"",2,2,"70 to 79"
"1047200000000034472",1,"",2,1,"50 to 59"
"1047000000000034470",1,"",2,1,"60 to 69"
"1046900000000034469",1,"",2,1,"60 to 69"
"2271800000000046718",1,"",2,1,"80 to 89"
"129900000000025299",1,"",2,2,"60 to 69"
"3707100000000061071",1,"",2,1,"30 to 39"
"3126000000000055260",1,"",3,2,"70 to 79"
"3707200000000061072",1,"",1,1,"50 to 59"
"1046000000000034460",1,"",1,1,"18 to 29"
"1044800000000034448",1,"",1,1,"50 to 59"
"1903200000000043032",1,"",2,1,"80 to 89"
"272800000000026728",1,"",3,2,"90 to 99"
"3127200000000055272",1,"",2,2,"80 to 89"
"2270700000000046707",1,"",2,1,"60 to 69"
"1479400000000038794",1,"",2,1,"60 to 69"
"2270600000000046706",1,"",2,1,"30 to 39"
"272700000000026727",1,"",2,2,"80 to 89"
"1578100000000039781",1,"",2,2,"60 to 69"
"2659000000000050590",1,"",2,2,"80 to 89"
"272500000000026725",1,"",2,2,"50 to 59"
"1043700000000034437",1,"",2,1,"60 to 69"
"272400000000026724",1,"",2,2,"70 to 79"
"1646400000000040464",1,"",2,2,"60 to 69"
"3922200000000063222",1,"",2,2,"50 to 59"
"272300000000026723",1,"",3,2,"80 to 89"
"1043100000000034431",1,"",1,1,"60 to 69"
"272000000000026720",1,"",2,2,"80 to 89"
"514500000000029145",1,"",2,1,"60 to 69"
"3852800000000062528",1,"",2,1,"50 to 59"
"2582300000000049823",1,"",2,2,"80 to 89"
"1042300000000034423",1,"",2,1,"30 to 39"
"271700000000026717",1,"",2,2,"50 to 59"
"1042100000000034421",1,"",2,1,"40 to 49"
"1040600000000034406",1,"",1,1,"18 to 29"
"3707500000000061075",1,"",2,1,"18 to 29"
"3132400000000055324",1,"",2,2,"80 to 89"
"1904600000000043046",1,"",2,1,"70 to 79"
"3133200000000055332",1,"",2,2,"50 to 59"
"1904700000000043047",1,"",2,1,"60 to 69"
"2659900000000050599",1,"",2,2,"80 to 89"
"3853800000000062538",1,"",3,2,"50 to 59"
"1039700000000034397",1,"",2,1,"80 to 89"
"269900000000026699",1,"",2,2,"80 to 89"
"1039600000000034396",1,"",2,1,"40 to 49"
