"hhid","h04_sex","h13_did_work","h14_cls_wkr","hgc"
"2005000000000044050",1,1,1,"JHS Graduate"
"2005100000000044051",1,2,"","Grade 1 to Grade 6/7"
"2005500000000044055",1,1,1,"JHS Graduate"
"2005600000000044056",1,1,1,"Grade 1 to Grade 6/7"
"2005900000000044059",1,1,2,"Bachelor Level Education Graduate"
"2006000000000044060",1,1,1,"Grade 1 to Grade 6/7"
"2006100000000044061",1,1,1,"Grade 1 to Grade 6/7"
"2006200000000044062",1,2,"","Grade 1 to Grade 6/7"
"2006300000000044063",1,2,"","Bachelor Level Education Graduate"
"2006500000000044065",1,2,"","JHS Graduate"
"2006700000000044067",1,1,1,"Elementary Graduate"
"2006800000000044068",1,1,1,"JHS Graduate"
"2006900000000044069",1,1,1,"Short Cycle Tertiary Education Undergrad"
"2007000000000044070",1,2,"","JHS Undergraduate"
"2007100000000044071",1,1,3,"Elementary Graduate"
"2007200000000044072",1,1,3,"Grade 1 to Grade 6/7"
"2007300000000044073",1,1,1,"JHS Graduate"
"2007400000000044074",1,1,4,"Short Cycle Tertiary Education Undergrad"
"2007600000000044076",1,1,3,"Grade 1 to Grade 6/7"
"2007700000000044077",1,1,1,"Grade 1 to Grade 6/7"
"2007800000000044078",1,1,1,"JHS Undergraduate"
"2007900000000044079",1,1,4,"Bachelor Level Education Graduate"
"2008000000000044080",1,1,4,"Grade 1 to Grade 6/7"
"2008100000000044081",1,1,1,"Grade 1 to Grade 6/7"
"2008300000000044083",1,2,"","Bachelor Level Education Graduate"
"2008400000000044084",1,1,1,"Grade 1 to Grade 6/7"
"2008600000000044086",1,2,"","JHS Graduate"
"2008700000000044087",1,1,1,"JHS Graduate"
"2008800000000044088",1,1,1,"Post Secondary/Non Tertiary Education Undergrad"
"2008900000000044089",1,2,"","Elementary Graduate"
"2009000000000044090",1,2,"","JHS Undergraduate"
"2009200000000044092",1,2,"","Bachelor Level Education Graduate"
"2009300000000044093",1,1,1,"Grade 1 to Grade 6/7"
"2009400000000044094",1,1,1,"Grade 1 to Grade 6/7"
"2009500000000044095",1,1,6,"JHS Undergraduate"
"2009600000000044096",1,1,1,"JHS Undergraduate"
"2009700000000044097",1,1,1,"JHS Undergraduate"
"2009800000000044098",1,2,"","No Grade Completed"
"2009900000000044099",1,1,3,"Grade 1 to Grade 6/7"
"2010000000000044100",1,1,1,"JHS Undergraduate"
"2010200000000044102",1,1,3,"JHS Graduate"
"2010300000000044103",1,1,3,"JHS Undergraduate"
"2010400000000044104",1,1,1,"Grade 1 to Grade 6/7"
"2010500000000044105",1,1,1,"Grade 1 to Grade 6/7"
"2010700000000044107",1,1,4,"Bachelor Level Education Graduate"
"2010800000000044108",1,1,1,"Elementary Graduate"
"2010900000000044109",1,2,"","JHS Graduate"
"2011000000000044110",1,2,"","Grade 1 to Grade 6/7"
"2011100000000044111",1,2,"","JHS Undergraduate"
"2011200000000044112",1,1,1,"JHS Graduate"
"2011300000000044113",1,1,1,"Grade 1 to Grade 6/7"
"2011400000000044114",1,2,"","JHS Undergraduate"
"2011600000000044116",1,1,1,"Grade 1 to Grade 6/7"
"2011700000000044117",1,1,3,"JHS Graduate"
"2011800000000044118",1,1,1,"Grade 1 to Grade 6/7"
"2011900000000044119",1,1,1,"JHS Graduate"
"2012000000000044120",1,2,"","Grade 1 to Grade 6/7"
"2012100000000044121",1,1,1,"JHS Graduate"
"2012300000000044123",1,1,1,"Grade 1 to Grade 6/7"
"2012400000000044124",1,1,4,"Bachelor Level Education Undergrad"
"2012600000000044126",1,1,1,"Elementary Graduate"
"2012800000000044128",1,1,1,"Elementary Graduate"
"2012900000000044129",1,1,1,"JHS Graduate"
"2013000000000044130",1,1,1,"Grade 1 to Grade 6/7"
"2013300000000044133",1,1,1,"JHS Graduate"
"2013400000000044134",1,1,1,"JHS Undergraduate"
"2013500000000044135",1,1,1,"Elementary Graduate"
"2013600000000044136",1,1,3,"JHS Graduate"
"2013700000000044137",1,1,3,"JHS Undergraduate"
"2013800000000044138",1,1,3,"JHS Undergraduate"
"2014000000000044140",1,1,3,"Elementary Graduate"
"2014100000000044141",1,1,3,"Short Cycle Tertiary Education Graduate"
"2014200000000044142",1,1,1,"JHS Undergraduate"
"2014300000000044143",1,1,3,"Elementary Graduate"
"2014400000000044144",1,1,1,"Elementary Graduate"
"2014500000000044145",1,2,"","Grade 1 to Grade 6/7"
"2014700000000044147",1,2,"","JHS Graduate"
"2014800000000044148",1,2,"","Grade 1 to Grade 6/7"
"2014900000000044149",1,1,3,"JHS Undergraduate"
"2015000000000044150",1,1,3,"Elementary Graduate"
"2015100000000044151",1,1,3,"Elementary Graduate"
"2015200000000044152",1,1,1,"JHS Undergraduate"
"2015300000000044153",1,1,3,"Short Cycle Tertiary Education Graduate"
"2015400000000044154",1,1,3,"Elementary Graduate"
"2015700000000044157",1,1,1,"JHS Graduate"
"2015900000000044159",1,1,3,"JHS Graduate"
"2016100000000044161",1,1,2,"JHS Graduate"
"2016200000000044162",1,1,1,"Elementary Graduate"
"2016300000000044163",1,1,3,"JHS Undergraduate"
"2016400000000044164",1,1,1,"Grade 1 to Grade 6/7"
"2016500000000044165",1,1,3,"JHS Undergraduate"
"2016700000000044167",1,1,1,"JHS Graduate"
"2016800000000044168",1,1,1,"No Grade Completed"
"2016900000000044169",1,1,3,"JHS Graduate"
"2017000000000044170",1,1,3,"JHS Graduate"
"2017100000000044171",1,1,2,"JHS Undergraduate"
"2017200000000044172",1,1,3,"JHS Undergraduate"
"2017300000000044173",1,1,3,"JHS Graduate"
"2017400000000044174",1,1,3,"No Grade Completed"
"2017500000000044175",1,1,3,"Elementary Graduate"
"2017700000000044177",1,1,1,"JHS Graduate"
"2017800000000044178",1,1,1,"Post Secondary/Non Tertiary Education Graduate"
"2017900000000044179",1,1,3,"JHS Graduate"
"2018100000000044181",1,1,1,"JHS Graduate"
"2018200000000044182",1,1,1,"JHS Graduate"
"2018300000000044183",1,2,"","JHS Graduate"
"2018500000000044185",1,1,1,"JHS Graduate"
"2018600000000044186",1,1,1,"JHS Undergraduate"
"2018700000000044187",1,1,2,"Bachelor Level Education Graduate"
"2018900000000044189",1,1,3,"JHS Graduate"
"2019000000000044190",1,2,"","JHS Undergraduate"
"2019100000000044191",1,1,1,"JHS Graduate"
"2019500000000044195",1,1,3,"JHS Graduate"
"2019600000000044196",1,2,"","Elementary Graduate"
"2019700000000044197",1,1,1,"JHS Graduate"
"2019800000000044198",1,1,3,"Short Cycle Tertiary Education Graduate"
"2019900000000044199",1,1,4,"Bachelor Level Education Graduate"
"2020000000000044200",1,1,3,"Grade 1 to Grade 6/7"
"2020100000000044201",1,1,3,"Grade 1 to Grade 6/7"
"2020200000000044202",1,1,3,"Grade 1 to Grade 6/7"
"2020300000000044203",1,1,3,"JHS Undergraduate"
"2020400000000044204",1,1,3,"Grade 1 to Grade 6/7"
"2020500000000044205",1,1,1,"Elementary Graduate"
"2020600000000044206",1,1,3,"Grade 1 to Grade 6/7"
"2020700000000044207",1,1,3,"Grade 1 to Grade 6/7"
"2020800000000044208",1,1,3,"Grade 1 to Grade 6/7"
"2021000000000044210",1,1,3,"Elementary Graduate"
"2021100000000044211",1,1,3,"No Grade Completed"
"2021200000000044212",1,1,3,"Elementary Graduate"
"2021400000000044214",1,1,3,"Grade 1 to Grade 6/7"
"2021500000000044215",1,1,3,"Grade 1 to Grade 6/7"
"2021700000000044217",1,1,3,"Grade 1 to Grade 6/7"
"2021800000000044218",1,1,3,"Grade 1 to Grade 6/7"
"2021900000000044219",1,1,3,"JHS Graduate"
"2022000000000044220",1,1,3,"Elementary Graduate"
"2022200000000044222",1,1,0,"Grade 1 to Grade 6/7"
"2022300000000044223",1,1,3,"No Grade Completed"
"2022400000000044224",1,1,3,"No Grade Completed"
"2022500000000044225",1,1,3,"No Grade Completed"
"2022600000000044226",1,1,1,"Grade 1 to Grade 6/7"
"2022900000000044229",1,2,"","Bachelor Level Education Graduate"
"2023300000000044233",1,1,1,"JHS Graduate"
"2023400000000044234",1,1,2,"Bachelor Level Education Graduate"
"2023500000000044235",1,2,"","Bachelor Level Education Graduate"
"2023600000000044236",1,2,"","JHS Graduate"
"2024000000000044240",1,1,1,"JHS Undergraduate"
"2024100000000044241",1,2,"","Elementary Graduate"
"2024200000000044242",1,1,1,"Grade 1 to Grade 6/7"
"2024300000000044243",1,1,3,"Grade 1 to Grade 6/7"
"2024400000000044244",1,1,1,"Bachelor Level Education Graduate"
"2024500000000044245",1,1,1,"Grade 1 to Grade 6/7"
"2024600000000044246",1,1,1,"Elementary Graduate"
"2024700000000044247",1,1,3,"JHS Graduate"
"2024900000000044249",1,1,3,"JHS Graduate"
"2025000000000044250",1,1,3,"Elementary Graduate"
"2025200000000044252",1,2,"","JHS Undergraduate"
"2025300000000044253",1,1,2,"JHS Undergraduate"
"2025700000000044257",1,1,1,"Elementary Graduate"
"2025800000000044258",1,1,3,"Bachelor Level Education Graduate"
"2025900000000044259",1,2,"","Grade 1 to Grade 6/7"
"2026000000000044260",1,1,0,"JHS Undergraduate"
"2026200000000044262",1,1,3,"Elementary Graduate"
"2026300000000044263",1,1,4,"JHS Undergraduate"
"2026400000000044264",1,1,2,"Elementary Graduate"
"2026500000000044265",1,1,2,"JHS Graduate"
"2026600000000044266",1,1,1,"Bachelor Level Education Undergrad"
"2026800000000044268",1,2,"","JHS Graduate"
"2027000000000044270",1,2,"","Bachelor Level Education Graduate"
"2027100000000044271",1,2,"","JHS Graduate"
"2027200000000044272",1,1,2,"Short Cycle Tertiary Education Graduate"
"2027300000000044273",1,1,1,"JHS Graduate"
"2027500000000044275",1,1,2,"Bachelor Level Education Graduate"
"2027900000000044279",1,1,1,"Grade 1 to Grade 6/7"
"2028000000000044280",1,2,"","No Grade Completed"
"2028200000000044282",1,1,3,"JHS Graduate"
"2028300000000044283",1,1,1,"Elementary Graduate"
"2028400000000044284",1,1,1,"JHS Graduate"
"2028600000000044286",1,1,1,"Grade 1 to Grade 6/7"
"2028700000000044287",1,1,1,"Grade 1 to Grade 6/7"
"2028800000000044288",1,2,"","JHS Graduate"
"2028900000000044289",1,1,1,"JHS Undergraduate"
"2029000000000044290",1,1,1,"Grade 1 to Grade 6/7"
"2029100000000044291",1,1,1,"No Grade Completed"
"2029200000000044292",1,1,3,"JHS Graduate"
"2029300000000044293",1,1,1,"Grade 1 to Grade 6/7"
"2029400000000044294",1,1,1,"JHS Graduate"
"2029500000000044295",1,1,3,"No Grade Completed"
"2029600000000044296",1,2,"","JHS Undergraduate"
"2029800000000044298",1,1,6,"JHS Graduate"
"2029900000000044299",1,2,"","JHS Graduate"
"2030000000000044300",1,1,1,"Grade 1 to Grade 6/7"
"2030100000000044301",1,1,3,"JHS Undergraduate"
"2030300000000044303",1,1,3,"Grade 1 to Grade 6/7"
"2030600000000044306",1,1,3,"JHS Graduate"
"2030700000000044307",1,1,3,"Elementary Graduate"
"2030800000000044308",1,2,"","Bachelor Level Education Graduate"
"2030900000000044309",1,1,3,"Grade 1 to Grade 6/7"
"2031000000000044310",1,2,"","Grade 1 to Grade 6/7"
"2031100000000044311",1,1,3,"No Grade Completed"
"2031200000000044312",1,1,3,"JHS Undergraduate"
"2031300000000044313",1,1,1,"Grade 1 to Grade 6/7"
"2031400000000044314",1,1,1,"JHS Graduate"
"2031500000000044315",1,1,1,"JHS Graduate"
"2031700000000044317",1,1,2,"Bachelor Level Education Graduate"
"2031800000000044318",1,1,2,"Bachelor Level Education Graduate"
"2031900000000044319",1,2,"","JHS Graduate"
"2032100000000044321",1,1,2,"Grade 1 to Grade 6/7"
"2032300000000044323",1,1,3,"Grade 1 to Grade 6/7"
"2032400000000044324",1,1,3,"JHS Graduate"
"2032500000000044325",1,1,3,"JHS Graduate"
"2032700000000044327",1,1,1,"Elementary Graduate"
"2032800000000044328",1,1,3,"Grade 1 to Grade 6/7"
"2032900000000044329",1,1,3,"JHS Graduate"
"2033000000000044330",1,2,"","Grade 1 to Grade 6/7"
"2033100000000044331",1,1,2,"JHS Graduate"
"2033200000000044332",1,2,"","Elementary Graduate"
"2033400000000044334",1,1,3,"JHS Undergraduate"
"2033500000000044335",1,2,"","Grade 1 to Grade 6/7"
"2033700000000044337",1,1,1,"Grade 1 to Grade 6/7"
"2033800000000044338",1,2,"","Elementary Graduate"
"2033900000000044339",1,2,"","Grade 1 to Grade 6/7"
"2034000000000044340",1,1,5,"Short Cycle Tertiary Education Undergrad"
"2034100000000044341",1,1,3,"JHS Undergraduate"
"2034200000000044342",1,1,3,"Elementary Graduate"
"2034300000000044343",1,1,1,"Grade 1 to Grade 6/7"
"2034400000000044344",1,2,"","JHS Undergraduate"
"2034500000000044345",1,1,1,"JHS Undergraduate"
"2034600000000044346",1,1,1,"Grade 1 to Grade 6/7"
"2034700000000044347",1,1,1,"JHS Undergraduate"
"2034800000000044348",1,1,3,"Grade 1 to Grade 6/7"
"2034900000000044349",1,1,3,"Grade 1 to Grade 6/7"
"2035000000000044350",1,1,1,"JHS Graduate"
"2035100000000044351",1,2,"","Bachelor Level Education Graduate"
"2035200000000044352",1,1,2,"Bachelor Level Education Graduate"
"2035400000000044354",1,1,3,"Bachelor Level Education Undergrad"
"2035900000000044359",1,1,2,"Master Level Education Graduate"
"2036000000000044360",1,1,2,"Master Level Education Graduate"
"2036300000000044363",1,1,3,"JHS Graduate"
"2036400000000044364",1,1,3,"JHS Undergraduate"
"2036500000000044365",1,1,1,"Grade 1 to Grade 6/7"
"2036600000000044366",1,1,1,"JHS Undergraduate"
"2036700000000044367",1,1,1,"Grade 1 to Grade 6/7"
"2036800000000044368",1,1,1,"Grade 1 to Grade 6/7"
"2037000000000044370",1,1,1,"Grade 1 to Grade 6/7"
"2037200000000044372",1,2,"","Grade 1 to Grade 6/7"
"2037300000000044373",1,2,"","JHS Graduate"
"2037400000000044374",1,1,3,"JHS Undergraduate"
"2037500000000044375",1,1,1,"Grade 1 to Grade 6/7"
"2037600000000044376",1,1,1,"Grade 1 to Grade 6/7"
"2037700000000044377",1,2,"","JHS Graduate"
"2037800000000044378",1,1,3,"Grade 1 to Grade 6/7"
"2038000000000044380",1,2,"","Grade 1 to Grade 6/7"
"2038200000000044382",1,1,3,"Grade 1 to Grade 6/7"
"2038300000000044383",1,1,1,"Elementary Graduate"
"2038500000000044385",1,1,1,"JHS Graduate"
"2038700000000044387",1,1,1,"Grade 1 to Grade 6/7"
"2038800000000044388",1,2,"","Grade 1 to Grade 6/7"
"2039100000000044391",1,1,3,"JHS Undergraduate"
"2039300000000044393",1,1,1,"JHS Graduate"
"2039400000000044394",1,2,"","Bachelor Level Education Graduate"
"2039600000000044396",1,2,"","Elementary Graduate"
"2039700000000044397",1,1,2,"Bachelor Level Education Graduate"
"2039800000000044398",1,1,1,"JHS Undergraduate"
"2040000000000044400",1,1,3,"Grade 1 to Grade 6/7"
"2040100000000044401",1,1,1,"Short Cycle Tertiary Education Undergrad"
"2040200000000044402",1,1,1,"Grade 1 to Grade 6/7"
"2040400000000044404",1,1,2,"Bachelor Level Education Graduate"
"2040500000000044405",1,1,2,"JHS Graduate"
"2041000000000044410",1,1,1,"Grade 1 to Grade 6/7"
"2041100000000044411",1,1,1,"Bachelor Level Education Graduate"
"2041200000000044412",1,1,1,"JHS Graduate"
"2041300000000044413",1,2,"","JHS Undergraduate"
"2041700000000044417",1,1,1,"Bachelor Level Education Undergrad"
"2041800000000044418",1,1,3,"Grade 1 to Grade 6/7"
"2042000000000044420",1,2,"","Bachelor Level Education Graduate"
"2042100000000044421",1,2,"","Elementary Graduate"
"2042200000000044422",1,1,3,"Elementary Graduate"
"2042300000000044423",1,1,3,"JHS Graduate"
"2042800000000044428",1,2,"","Grade 1 to Grade 6/7"
"2042900000000044429",1,1,3,"Short Cycle Tertiary Education Undergrad"
"2043000000000044430",1,2,"","Grade 1 to Grade 6/7"
"2043100000000044431",1,2,"","JHS Graduate"
"2043400000000044434",1,1,3,"Elementary Graduate"
"2043500000000044435",1,2,"","JHS Undergraduate"
"2043600000000044436",1,1,3,"Bachelor Level Education Undergrad"
"2043700000000044437",1,1,3,"Grade 1 to Grade 6/7"
"2043900000000044439",1,1,3,"Elementary Graduate"
"2044000000000044440",1,2,"","Elementary Graduate"
"2044100000000044441",1,1,1,"JHS Graduate"
"2044300000000044443",1,2,"","No Grade Completed"
"2044400000000044444",1,1,3,"Post Secondary/Non Tertiary Education Undergrad"
"2044500000000044445",1,1,1,"Grade 1 to Grade 6/7"
"2044600000000044446",1,2,"","JHS Graduate"
"2044700000000044447",1,1,1,"Grade 1 to Grade 6/7"
"2045000000000044450",1,1,1,"Grade 1 to Grade 6/7"
"2045100000000044451",1,1,3,"JHS Undergraduate"
"2045300000000044453",1,1,1,"Grade 1 to Grade 6/7"
"2045400000000044454",1,1,3,"Grade 1 to Grade 6/7"
"2045500000000044455",1,1,3,"Grade 1 to Grade 6/7"
"2045600000000044456",1,1,1,"Grade 1 to Grade 6/7"
"2045700000000044457",1,1,3,"No Grade Completed"
"2046000000000044460",1,1,1,"Grade 1 to Grade 6/7"
"2046100000000044461",1,1,3,"Grade 1 to Grade 6/7"
"2046200000000044462",1,1,1,"Grade 1 to Grade 6/7"
"2046300000000044463",1,2,"","No Grade Completed"
"2046400000000044464",1,1,3,"Grade 1 to Grade 6/7"
"2046500000000044465",1,2,"","Grade 1 to Grade 6/7"
"2046600000000044466",1,1,3,"Elementary Graduate"
"2046700000000044467",1,1,1,"Elementary Graduate"
"2046800000000044468",1,1,3,"Elementary Graduate"
"2047000000000044470",1,1,1,"Grade 1 to Grade 6/7"
"2047100000000044471",1,1,1,"Grade 1 to Grade 6/7"
"2047200000000044472",1,1,3,"Elementary Graduate"
"2047400000000044474",1,1,3,"Grade 1 to Grade 6/7"
"2047600000000044476",1,1,3,"Grade 1 to Grade 6/7"
"2047700000000044477",1,1,3,"JHS Undergraduate"
"2047800000000044478",1,1,1,"Grade 1 to Grade 6/7"
"2047900000000044479",1,1,3,"Grade 1 to Grade 6/7"
"2048000000000044480",1,1,1,"Grade 1 to Grade 6/7"
"2048100000000044481",1,1,1,"Short Cycle Tertiary Education Graduate"
"2048300000000044483",1,1,3,"Elementary Graduate"
"2048400000000044484",1,1,3,"Grade 1 to Grade 6/7"
"2048500000000044485",1,1,3,"Grade 1 to Grade 6/7"
"2048600000000044486",1,1,1,"JHS Undergraduate"
"2048700000000044487",1,2,"","Grade 1 to Grade 6/7"
"2048800000000044488",1,1,3,"JHS Undergraduate"
"2048900000000044489",1,1,1,"Grade 1 to Grade 6/7"
"2049000000000044490",1,1,1,"Elementary Graduate"
"2049100000000044491",1,2,"","Grade 1 to Grade 6/7"
"2049200000000044492",1,1,3,"Elementary Graduate"
"2049300000000044493",1,1,1,"Elementary Graduate"
"2049400000000044494",1,1,3,"Elementary Graduate"
"2049500000000044495",1,1,1,"Elementary Graduate"
"2049600000000044496",1,1,3,"Grade 1 to Grade 6/7"
"2049700000000044497",1,1,3,"Grade 1 to Grade 6/7"
"2049800000000044498",1,1,1,"Elementary Graduate"
"2049900000000044499",1,1,3,"Grade 1 to Grade 6/7"
"2050000000000044500",1,1,1,"Grade 1 to Grade 6/7"
"2050100000000044501",1,1,2,"Bachelor Level Education Graduate"
"2050300000000044503",1,1,2,"Bachelor Level Education Graduate"
"2050400000000044504",1,1,2,"Grade 1 to Grade 6/7"
"2050500000000044505",1,1,2,"Grade 1 to Grade 6/7"
"2050700000000044507",1,1,0,"Elementary Graduate"
"2050800000000044508",1,1,2,"JHS Graduate"
"2051000000000044510",1,1,3,"Elementary Graduate"
"2051200000000044512",1,1,1,"Elementary Graduate"
"2051400000000044514",1,1,1,"JHS Graduate"
"2051500000000044515",1,1,3,"Elementary Graduate"
"2051600000000044516",1,1,2,"Grade 1 to Grade 6/7"
"2051900000000044519",1,1,6,"Elementary Graduate"
"2052100000000044521",1,1,1,"JHS Graduate"
"2052500000000044525",1,1,3,"Grade 1 to Grade 6/7"
"2052600000000044526",1,1,6,"Elementary Graduate"
"2052900000000044529",1,1,1,"JHS Graduate"
"2053000000000044530",1,1,3,"Grade 1 to Grade 6/7"
"2053100000000044531",1,1,3,"Bachelor Level Education Graduate"
"2053200000000044532",1,1,1,"Grade 1 to Grade 6/7"
"2053300000000044533",1,1,1,"JHS Undergraduate"
"2053400000000044534",1,1,1,"Elementary Graduate"
"2053500000000044535",1,1,1,"Grade 1 to Grade 6/7"
"2053600000000044536",1,2,"","Elementary Graduate"
"2053700000000044537",1,1,1,"Grade 1 to Grade 6/7"
"2053800000000044538",1,1,3,"JHS Undergraduate"
"2053900000000044539",1,1,1,"Bachelor Level Education Undergrad"
"2054000000000044540",1,1,1,"JHS Undergraduate"
"2054200000000044542",1,1,3,"Grade 1 to Grade 6/7"
"2054300000000044543",1,1,3,"Elementary Graduate"
"2054600000000044546",1,1,1,"Elementary Graduate"
"2054700000000044547",1,1,1,"Elementary Graduate"
"2054900000000044549",1,1,1,"Grade 1 to Grade 6/7"
"2055100000000044551",1,1,1,"Short Cycle Tertiary Education Undergrad"
"2055200000000044552",1,1,1,"Grade 1 to Grade 6/7"
"2055300000000044553",1,1,1,"Bachelor Level Education Undergrad"
"2055500000000044555",1,2,"","JHS Undergraduate"
"2055700000000044557",1,2,"","JHS Graduate"
"2055800000000044558",1,1,3,"Bachelor Level Education Graduate"
"2055900000000044559",1,1,3,"JHS Graduate"
"2056000000000044560",1,1,3,"Short Cycle Tertiary Education Graduate"
"2056100000000044561",1,2,"","Short Cycle Tertiary Education Graduate"
"2056200000000044562",1,2,"","Bachelor Level Education Graduate"
"2056300000000044563",1,1,2,"Bachelor Level Education Graduate"
"2056500000000044565",1,1,2,"Bachelor Level Education Graduate"
"2056600000000044566",1,1,2,"JHS Graduate"
"2056700000000044567",1,1,3,"JHS Graduate"
"2056800000000044568",1,2,"","Elementary Graduate"
"2056900000000044569",1,1,1,"Bachelor Level Education Graduate"
"2057000000000044570",1,1,2,"Bachelor Level Education Graduate"
"2057200000000044572",1,2,"","Elementary Graduate"
"2057300000000044573",1,1,3,"Elementary Graduate"
"2057400000000044574",1,1,1,"No Grade Completed"
"2057500000000044575",1,2,"","Master Level Education Graduate"
"2057600000000044576",1,1,1,"JHS Graduate"
"2057700000000044577",1,1,3,"Bachelor Level Education Graduate"
"2057800000000044578",1,2,"","Bachelor Level Education Graduate"
"2057900000000044579",1,1,1,"Short Cycle Tertiary Education Graduate"
"2058000000000044580",1,1,3,"JHS Graduate"
"2058100000000044581",1,2,"","Grade 1 to Grade 6/7"
"2058300000000044583",1,1,1,"Elementary Graduate"
"2058400000000044584",1,1,3,"JHS Undergraduate"
"2058500000000044585",1,1,1,"Grade 1 to Grade 6/7"
"2058600000000044586",1,1,3,"Grade 1 to Grade 6/7"
"2058800000000044588",1,1,3,"Grade 1 to Grade 6/7"
"2058900000000044589",1,2,"","Grade 1 to Grade 6/7"
"2059000000000044590",1,1,1,"Elementary Graduate"
"2059300000000044593",1,1,1,"Post Secondary/Non Tertiary Education Graduate"
"2059400000000044594",1,1,3,"Elementary Graduate"
"2059500000000044595",1,1,3,"Bachelor Level Education Graduate"
"2059600000000044596",1,1,1,"Post Secondary/Non Tertiary Education Graduate"
"2059700000000044597",1,1,3,"Grade 1 to Grade 6/7"
"2059800000000044598",1,1,3,"Elementary Graduate"
"2059900000000044599",1,1,1,"Post Secondary/Non Tertiary Education Graduate"
"2060000000000044600",1,1,1,"Bachelor Level Education Graduate"
"2060100000000044601",1,1,2,"Bachelor Level Education Graduate"
"2060200000000044602",1,1,1,"JHS Graduate"
"2060600000000044606",1,2,"","Grade 1 to Grade 6/7"
"2060700000000044607",1,1,1,"JHS Undergraduate"
"2060800000000044608",1,1,1,"Elementary Graduate"
"2060900000000044609",1,1,1,"Post Secondary/Non Tertiary Education Graduate"
"2061000000000044610",1,1,3,"Bachelor Level Education Graduate"
"2061100000000044611",1,1,1,"JHS Undergraduate"
"2061200000000044612",1,1,1,"Elementary Graduate"
"2061300000000044613",1,1,1,"Grade 1 to Grade 6/7"
"2061400000000044614",1,1,3,"Grade 1 to Grade 6/7"
"2061500000000044615",1,1,4,"Doctoral Level Education Graduate"
"2061600000000044616",1,1,3,"Grade 1 to Grade 6/7"
"2061700000000044617",1,1,1,"Grade 1 to Grade 6/7"
"2061800000000044618",1,2,"","JHS Graduate"
"2061900000000044619",1,1,1,"Grade 1 to Grade 6/7"
"2062000000000044620",1,1,1,"JHS Graduate"
"2062400000000044624",1,1,1,"Elementary Graduate"
"2062600000000044626",1,1,1,"Grade 1 to Grade 6/7"
"2062700000000044627",1,1,1,"Grade 1 to Grade 6/7"
"2062800000000044628",1,1,2,"Elementary Graduate"
"2062900000000044629",1,1,1,"Elementary Graduate"
"2063100000000044631",1,1,1,"JHS Graduate"
"2063300000000044633",1,1,3,"Grade 1 to Grade 6/7"
"2063400000000044634",1,1,3,"Grade 1 to Grade 6/7"
"2063500000000044635",1,1,1,"No Grade Completed"
"2063600000000044636",1,1,3,"Grade 1 to Grade 6/7"
"2063700000000044637",1,1,3,"Grade 1 to Grade 6/7"
"2063900000000044639",1,1,2,"Grade 1 to Grade 6/7"
"2064000000000044640",1,1,3,"Grade 1 to Grade 6/7"
"2064100000000044641",1,1,3,"Grade 1 to Grade 6/7"
"2064200000000044642",1,1,3,"Grade 1 to Grade 6/7"
"2064300000000044643",1,1,3,"Elementary Graduate"
"2064400000000044644",1,1,3,"Grade 1 to Grade 6/7"
"2064500000000044645",1,1,3,"Grade 1 to Grade 6/7"
"2064600000000044646",1,1,2,"Elementary Graduate"
"2064700000000044647",1,1,1,"Grade 1 to Grade 6/7"
"2064900000000044649",1,1,3,"Grade 1 to Grade 6/7"
"2065000000000044650",1,1,3,"Grade 1 to Grade 6/7"
"2065200000000044652",1,1,3,"Grade 1 to Grade 6/7"
"2065300000000044653",1,1,3,"Elementary Graduate"
"2065400000000044654",1,1,3,"Grade 1 to Grade 6/7"
"2065500000000044655",1,1,3,"Grade 1 to Grade 6/7"
"2065600000000044656",1,1,3,"No Grade Completed"
"2065700000000044657",1,1,3,"Grade 1 to Grade 6/7"
"2065800000000044658",1,1,3,"Grade 1 to Grade 6/7"
"2065900000000044659",1,1,3,"Grade 1 to Grade 6/7"
"2066100000000044661",1,1,2,"Elementary Graduate"
"2066200000000044662",1,1,3,"JHS Undergraduate"
"2066300000000044663",1,1,3,"Elementary Graduate"
"2066400000000044664",1,1,3,"JHS Graduate"
"2066500000000044665",1,1,4,"Post Secondary/Non Tertiary Education Graduate"
"2066600000000044666",1,1,3,"JHS Undergraduate"
"2066700000000044667",1,1,1,"JHS Undergraduate"
"2066800000000044668",1,1,3,"JHS Undergraduate"
"2067000000000044670",1,1,2,"Elementary Graduate"
"2067100000000044671",1,1,1,"Grade 1 to Grade 6/7"
"2067200000000044672",1,1,1,"Grade 1 to Grade 6/7"
"2067400000000044674",1,1,3,"Grade 1 to Grade 6/7"
"2067600000000044676",1,1,3,"Elementary Graduate"
"2067700000000044677",1,1,1,"Grade 1 to Grade 6/7"
"2067800000000044678",1,1,1,"Grade 1 to Grade 6/7"
"2067900000000044679",1,1,3,"Grade 1 to Grade 6/7"
"2068000000000044680",1,1,3,"Grade 1 to Grade 6/7"
"2068100000000044681",1,1,1,"Grade 1 to Grade 6/7"
"2068200000000044682",1,1,1,"Elementary Graduate"
"2068400000000044684",1,1,1,"Elementary Graduate"
"2068500000000044685",1,1,1,"Grade 1 to Grade 6/7"
"2068600000000044686",1,1,1,"Grade 1 to Grade 6/7"
"2068700000000044687",1,1,3,"Post Secondary/Non Tertiary Education Graduate"
"2068800000000044688",1,1,1,"Grade 1 to Grade 6/7"
"2068900000000044689",1,1,3,"No Grade Completed"
