REG,HHID,RFACT,FSIZE,CHLD_6_11,CHLD_12_15,CHLD_5_17,PER_18_UP,WRK_HEAD,WRK_18,WRK_5_17,EDUC_6_11,EDUC_12_15,HHMELEM_6_11,HHMHS_12_15,H04_SEX,H05_AGE,H06_STATUS,H08_CUR_ATTEND,H09_CUR_GRADE,H10_YNOT_ATTND,H12_HGC,H13_DID_WORK,H14_CLS_WKR,C16_FAMILL,C20_FAMFIN,URB
17,002330500000000047305,00251.5124,003,0,0,0,1,1,1,0,0,0,00,00,1,30,1,,,,24015,1,1,01,01,1
17,002330600000000047306,00251.5124,004,0,0,0,1,0,1,0,0,0,00,00,2,76,1,,,,70111,2,,00,01,1
17,002330700000000047307,00251.5124,006,1,0,1,1,0,1,0,1,0,01,00,1,78,2,,,,60312,1,3,01,01,1
17,002330800000000047308,00251.5124,002,0,0,0,1,0,0,0,0,0,00,00,2,49,2,,,,10018,2,,01,00,1
17,002330900000000047309,00251.5124,003,0,0,0,1,0,1,0,0,0,00,00,1,28,2,,,,24013,1,1,01,00,1
17,002331000000000047310,00251.5124,004,1,1,1,1,0,1,0,1,1,01,01,1,34,2,,,,50413,1,2,01,01,1
17,002331100000000047311,00251.5124,008,1,1,1,1,1,1,0,1,1,01,01,1,69,2,,,,60003,1,3,01,01,1
17,002331200000000047312,00251.5124,005,1,0,1,1,1,1,0,1,0,01,00,1,53,2,,,,24013,1,3,01,01,1
17,002331300000000047313,00251.5124,004,1,0,1,1,0,1,0,1,0,01,00,1,29,2,,,,60413,1,3,01,00,1
17,002331400000000047314,00251.5124,002,0,0,0,1,0,1,0,0,0,00,00,1,46,2,,,,60413,1,3,00,01,1
17,002331500000000047315,00251.5124,001,0,0,0,1,0,0,0,0,0,00,00,2,57,1,,,,60188,2,,00,00,1
17,002331600000000047316,00251.5124,004,1,1,1,1,0,1,0,1,0,01,00,1,35,2,,,,24012,1,1,00,00,1
17,002331700000000047317,00203.1450,004,1,0,1,1,1,1,1,1,0,02,00,1,39,2,,,,40713,1,1,01,00,1
17,002331800000000047318,00203.1450,003,0,0,0,1,1,1,0,0,0,00,00,1,62,2,,,,24015,1,1,00,01,1
17,002331900000000047319,00203.1450,002,0,0,0,1,1,1,0,0,0,00,00,2,75,3,,,,10018,1,1,01,00,1
17,002332000000000047320,00203.1450,003,0,0,0,1,1,1,0,0,0,00,00,1,65,2,,,,10018,2,,01,01,1
17,002332100000000047321,00158.6856,004,0,0,0,1,1,1,0,0,0,00,00,1,51,2,,,,60417,1,1,00,01,1
17,002332200000000047322,00158.6856,004,1,0,1,1,0,1,0,1,0,01,00,2,34,2,,,,60613,1,1,00,00,1
17,002332300000000047323,00158.6856,004,1,0,1,1,0,1,0,1,0,01,00,1,30,2,,,,10011,1,1,01,00,1
17,002332400000000047324,00269.2176,001,0,0,0,1,0,1,0,0,0,00,00,2,66,3,,,,00000,1,3,00,00,1
17,002332500000000047325,00269.2176,004,1,0,1,1,1,1,0,1,0,01,00,1,58,2,,,,60002,1,1,00,01,1
17,002332600000000047326,00269.2176,004,1,0,1,1,0,1,0,1,0,01,00,1,54,2,,,,24015,1,1,01,00,1
17,002332700000000047327,00269.2176,003,1,0,1,1,0,1,0,0,0,00,00,2,35,4,,,,60001,1,1,01,01,1
17,002332800000000047328,00269.2176,005,1,1,1,1,1,1,0,1,1,01,01,2,43,2,,,,60002,1,4,00,01,1
17,002332900000000047329,00269.2176,004,0,0,0,1,1,1,0,0,0,00,00,2,25,1,,,,60003,1,1,00,00,1
17,002333000000000047330,00269.2176,008,0,0,1,1,1,1,1,0,0,00,00,2,59,3,,,,60111,1,2,00,01,1
17,002333100000000047331,00269.2176,005,0,0,0,1,1,1,0,0,0,00,00,2,74,3,,,,10014,1,3,01,01,1
17,002333200000000047332,00269.2176,008,1,0,1,1,1,1,0,1,0,01,00,1,50,2,,,,40002,1,1,01,01,1
17,002333300000000047333,00269.2176,005,0,1,1,1,0,1,0,0,1,00,02,1,35,2,,,,24011,1,3,01,00,1
17,002333400000000047334,00269.2176,006,0,0,0,1,1,1,0,0,0,00,00,1,50,2,,,,40003,1,1,00,01,1
17,002333500000000047335,00269.2176,007,1,1,1,1,1,1,0,1,1,02,02,2,66,3,,,,24015,2,,00,01,1
17,002333600000000047336,00269.2176,006,0,0,1,1,1,1,1,0,0,00,00,2,64,3,,,,60002,1,3,00,01,1
17,002333700000000047337,00269.2176,005,0,0,1,1,0,1,0,0,0,00,00,1,46,2,,,,10018,1,3,00,01,1
17,002333800000000047338,00269.2176,008,0,0,0,1,1,1,0,0,0,00,00,1,57,2,,,,40001,1,6,01,01,1
17,002333900000000047339,00269.2176,007,0,1,1,1,0,1,0,0,1,00,01,1,45,2,,,,10018,1,1,00,00,1
17,002334000000000047340,00269.2176,005,1,0,1,1,0,1,0,1,0,02,00,1,41,2,,,,60004,1,1,00,01,1
17,002334100000000047341,00269.2176,005,1,0,1,1,1,1,1,1,0,01,00,1,54,2,,,,24015,1,3,01,01,1
17,002334200000000047342,00269.2176,002,1,0,1,1,0,0,0,1,0,01,00,2,64,3,,,,10018,2,,01,01,1
17,002334300000000047343,00269.2176,001,0,0,0,1,1,1,0,0,0,00,00,1,38,1,,,,60003,1,3,00,00,1
17,002334400000000047344,00269.2176,004,1,1,1,1,0,0,0,1,1,01,01,1,20,2,4,,07,60001,2,,00,01,1
17,002334500000000047345,00269.2176,003,1,1,1,1,0,1,0,1,1,01,01,2,35,4,,,,60413,1,2,00,01,1
17,002334600000000047346,00177.0553,002,0,1,1,1,0,1,0,0,1,00,01,2,36,4,,,,60002,1,3,00,00,1
17,002334700000000047347,00177.0553,003,1,0,1,1,0,0,0,1,0,02,00,2,69,3,,,,60221,2,,00,01,1
17,002334800000000047348,00177.0553,003,0,0,0,1,1,1,0,0,0,00,00,1,62,2,,,,24012,1,3,00,01,1
17,002334900000000047349,00177.0553,010,1,1,1,1,1,1,0,1,0,02,00,2,64,3,,,,24015,1,3,00,01,1
17,002335000000000047350,00177.0553,004,0,0,1,1,0,1,0,0,0,00,00,1,42,2,,,,70221,1,1,00,01,1
17,002335100000000047351,00155.9492,006,0,0,0,1,0,1,0,0,0,00,00,1,63,2,,,,10018,1,1,01,00,1
17,002335200000000047352,00155.9492,004,1,1,1,1,0,1,0,1,1,01,01,1,51,2,,,,10018,1,3,01,00,1
17,002335300000000047353,00155.9492,002,0,0,0,1,0,0,0,0,0,00,00,1,63,2,,,,10018,2,,01,00,1
17,002335400000000047354,00377.5613,004,1,1,1,1,1,1,1,1,1,01,02,2,67,3,,,,24012,1,3,01,01,2
17,002335500000000047355,00377.5613,010,1,0,1,1,1,1,0,1,0,01,00,1,61,2,,,,24015,1,2,00,01,2
17,002335600000000047356,00377.5613,005,1,0,1,1,1,1,0,1,0,01,00,2,49,4,,,,24013,2,,00,00,2
17,002335700000000047357,00377.5613,007,1,1,1,1,1,1,1,1,1,01,01,1,58,2,,,,24015,1,3,00,00,2
17,002335800000000047358,00377.5613,004,0,0,0,1,1,1,0,0,0,00,00,1,58,2,,,,10015,1,0,00,01,2
17,002335900000000047359,00377.5613,004,0,0,1,1,1,1,1,0,0,00,00,1,48,2,,,,10015,1,3,00,00,2
17,002336000000000047360,00377.5613,005,1,0,1,1,0,1,0,1,0,02,00,1,38,2,,,,24015,1,3,01,01,2
17,002336100000000047361,00377.5613,003,1,0,1,1,0,1,0,1,0,01,00,1,64,2,,,,24012,1,3,01,00,2
17,002336200000000047362,00377.5613,003,0,0,1,1,0,1,0,0,0,00,00,1,27,4,,,,24015,1,1,00,01,2
17,002336300000000047363,00377.5613,005,0,0,0,1,1,1,0,0,0,00,00,1,53,2,,,,24015,1,2,00,01,2
17,002336400000000047364,00377.5613,001,0,0,0,1,0,1,0,0,0,00,00,2,78,3,,,,10014,1,3,01,00,2
17,002336500000000047365,00377.5613,011,1,0,1,1,1,1,0,1,0,01,00,1,65,2,,,,10014,1,3,00,01,2
17,002336600000000047366,00377.5613,005,1,0,1,1,0,1,0,1,0,02,00,1,34,2,,,,10014,1,1,00,00,2
17,002336700000000047367,00377.5613,002,0,0,0,1,0,1,0,0,0,00,00,1,75,2,,,,10014,1,3,00,00,2
17,002336800000000047368,00377.5613,002,0,0,0,1,0,1,0,0,0,00,00,1,52,2,,,,24015,1,3,01,00,2
17,002336900000000047369,00377.5613,005,1,1,1,1,0,1,0,1,1,01,01,1,38,2,,,,24012,1,3,00,00,2
17,002337000000000047370,00377.5613,002,0,0,0,1,0,1,0,0,0,00,00,1,64,2,,,,24013,1,3,00,01,2
17,002337100000000047371,00377.5613,003,0,0,0,1,0,1,0,0,0,00,00,1,52,2,,,,10013,1,3,00,00,2
17,002337200000000047372,00186.7281,001,0,0,0,1,0,0,0,0,0,00,00,1,19,1,2,60002,,60001,2,,01,00,1
17,002337300000000047373,00186.7281,005,1,1,1,1,0,1,0,1,1,01,01,1,62,4,,,,60732,1,3,00,00,1
17,002337400000000047374,00186.7281,001,0,0,0,1,0,0,0,0,0,00,00,2,76,3,,,,60111,2,,00,01,1
17,002337500000000047375,00186.7281,003,0,1,1,1,1,1,0,0,1,00,01,1,24,1,4,,06,60414,1,1,00,01,1
17,002337600000000047376,00186.7281,004,0,0,0,1,1,1,0,0,0,00,00,1,50,2,,,,24015,1,3,00,00,1
17,002337700000000047377,00186.7281,005,1,0,1,1,1,1,0,1,0,01,00,1,32,2,,,,24015,1,3,00,01,1
17,002337800000000047378,00186.7281,004,0,1,1,1,0,1,0,0,1,00,01,2,72,3,,,,24015,1,6,01,00,1
17,002337900000000047379,00186.7281,005,0,1,1,1,1,1,0,0,1,00,01,1,54,2,,,,60002,1,0,01,00,1
17,002338000000000047380,00179.4780,003,0,0,0,1,1,1,0,0,0,00,00,1,41,2,,,,24014,1,1,00,00,1
17,002338100000000047381,00179.4780,006,1,1,1,1,1,1,0,1,1,01,02,1,48,2,,,,60001,2,,00,00,1
17,002338200000000047382,00179.4780,004,0,0,0,1,1,1,0,0,0,00,00,1,49,2,,,,24012,1,1,00,00,1
17,002338300000000047383,00179.4780,004,0,0,1,1,0,1,0,0,0,00,00,1,58,2,,,,24015,1,3,00,00,1
17,002338400000000047384,00179.4780,006,1,0,1,1,0,1,0,1,0,01,00,1,40,2,,,,24013,1,1,00,00,1
17,002338500000000047385,00179.4780,004,1,0,1,1,0,1,0,1,0,01,00,1,39,2,,,,24011,1,3,01,00,1
17,002338600000000047386,00179.4780,003,1,0,1,1,0,1,0,1,0,01,00,2,54,4,,,,24015,1,0,00,00,1
17,002338700000000047387,00179.4780,004,1,0,1,1,0,1,0,1,0,01,00,1,29,2,,,,24012,1,0,00,01,1
17,002338800000000047388,00179.4780,005,1,1,1,1,0,1,0,1,1,01,01,1,51,2,,,,24015,1,1,00,01,1
17,002338900000000047389,00179.4780,003,0,0,0,1,1,1,0,0,0,00,00,1,22,1,4,,05,60313,1,1,00,01,1
17,002339000000000047390,00179.4780,004,0,1,1,1,0,1,0,0,1,00,01,1,70,2,,,,24013,1,3,00,01,1
17,002339100000000047391,00179.4780,002,0,0,0,1,0,1,0,0,0,00,00,1,65,2,,,,50914,1,3,00,00,1
17,002339200000000047392,00190.1482,001,0,0,0,1,0,0,0,0,0,00,00,1,20,1,1,60005,,60004,2,,00,00,1
17,002339300000000047393,00190.1482,004,1,1,1,1,0,1,0,1,1,01,01,1,50,2,,,,60314,1,2,01,01,1
17,002339400000000047394,00190.1482,002,0,0,0,1,1,1,0,0,0,00,00,2,21,1,4,,05,61013,1,1,00,01,1
17,002339500000000047395,00190.1482,001,0,0,0,1,0,0,0,0,0,00,00,1,20,1,1,60002,,60001,2,,00,00,1
17,002339600000000047396,00190.1482,002,0,0,0,1,0,0,0,0,0,00,00,1,20,1,1,40001,,34012,2,,00,00,1
17,002339700000000047397,00190.1482,004,0,1,1,1,0,1,0,0,1,00,01,1,51,2,,,,60111,1,2,00,01,1
17,002339800000000047398,00564.7966,002,0,0,0,1,1,1,0,0,0,00,00,2,63,3,,,,70110,1,2,01,01,2
17,002339900000000047399,00564.7966,001,0,0,0,1,1,1,0,0,0,00,00,1,33,1,,,,10018,1,0,00,00,2
17,002340000000000047400,00564.7966,010,1,1,1,1,1,1,0,1,0,02,00,1,58,2,,,,10011,1,3,01,01,2
17,002340100000000047401,00564.7966,005,0,1,1,1,1,1,0,0,1,00,02,1,65,2,,,,24015,1,0,01,01,2
17,002340200000000047402,00564.7966,001,0,0,0,1,0,1,0,0,0,00,00,1,70,3,,,,24012,1,4,01,01,2
17,002340300000000047403,00564.7966,007,1,0,1,1,0,1,0,1,0,02,00,1,47,2,,,,24011,1,4,00,01,2
17,002340400000000047404,00564.7966,004,1,1,1,1,0,1,0,1,1,01,01,1,42,2,,,,60821,1,3,00,00,2
17,002340500000000047405,00564.7966,002,0,0,0,1,1,1,0,0,0,00,00,2,64,3,,,,10018,1,3,01,00,2
17,002340600000000047406,00564.7966,003,0,0,0,1,1,1,0,0,0,00,00,1,42,2,,,,10018,1,3,01,00,2
17,002340700000000047407,00584.6845,006,0,0,1,1,1,1,1,0,0,00,00,1,60,2,,,,10012,1,3,01,00,2
17,002340800000000047408,00584.6845,001,0,0,0,1,0,1,0,0,0,00,00,2,65,3,,,,00000,1,0,01,00,2
17,002340900000000047409,00584.6845,004,0,0,1,1,0,1,0,0,0,00,00,1,25,2,,,,00000,1,0,01,00,2
17,002341000000000047410,00584.6845,004,1,0,1,1,0,1,0,1,0,02,00,1,51,2,,,,10013,1,3,00,00,2
17,002341100000000047411,00584.6845,002,0,0,0,1,0,1,0,0,0,00,00,1,52,2,,,,24015,1,3,00,00,2
17,002341200000000047412,00584.6845,006,0,0,1,1,0,1,0,0,0,00,00,1,64,2,,,,24012,1,3,01,01,2
17,002341300000000047413,00584.6845,005,1,1,1,1,1,1,1,0,1,00,01,1,53,2,,,,10018,1,3,00,00,2
17,002341400000000047414,00584.6845,006,0,1,1,1,0,1,0,0,1,00,02,1,42,2,,,,24013,1,3,01,00,2
17,002341500000000047415,00584.6845,006,1,0,1,1,1,1,1,1,0,01,00,1,37,2,,,,10015,1,0,01,00,2
17,002341600000000047416,00584.6845,003,0,0,0,1,0,1,0,0,0,00,00,1,30,2,,,,10015,1,3,01,00,2
17,002341700000000047417,00584.6845,004,1,0,1,1,0,1,0,1,0,02,00,1,45,2,,,,10018,1,3,01,00,2
17,002341800000000047418,00584.6845,005,0,0,0,1,1,1,0,0,0,00,00,1,54,3,,,,24011,2,,01,00,2
17,002341900000000047419,00584.6845,003,1,0,1,1,0,1,0,1,0,01,00,1,33,2,,,,10018,1,3,00,00,2
17,002342000000000047420,00584.6845,007,1,1,1,1,0,1,0,1,0,02,00,1,37,2,,,,00000,1,3,01,00,2
17,002342100000000047421,00584.6845,002,0,0,0,1,0,1,0,0,0,00,00,1,58,2,,,,10012,1,3,01,00,2
17,002342200000000047422,00584.6845,004,1,0,1,1,0,1,0,1,0,01,00,1,35,2,,,,10018,1,3,00,00,2
17,002342300000000047423,00614.0664,003,0,0,0,1,0,1,0,0,0,00,00,1,31,2,,,,24013,1,3,01,00,2
17,002342400000000047424,00614.0664,001,0,0,0,1,1,1,0,0,0,00,00,1,53,1,,,,24015,1,3,00,00,2
17,002342500000000047425,00614.0664,001,0,0,0,1,0,1,0,0,0,00,00,1,58,4,,,,24015,1,2,00,00,2
17,002342600000000047426,00614.0664,007,1,1,1,1,1,1,0,1,1,01,01,1,48,2,,,,24015,1,1,00,00,2
17,002342700000000047427,00614.0664,005,1,0,1,1,0,1,0,1,0,02,00,1,33,2,,,,24012,1,1,00,00,2
17,002342800000000047428,00614.0664,006,1,0,1,1,0,1,0,1,0,01,00,1,53,2,,,,24015,1,1,00,00,2
17,002342900000000047429,00614.0664,005,1,1,1,1,0,1,0,1,1,01,01,1,40,2,,,,50003,1,1,00,00,2
17,002343000000000047430,00614.0664,004,0,0,1,1,0,1,0,0,0,00,00,1,53,2,,,,24015,2,,01,00,2
17,002343100000000047431,00614.0664,004,0,1,1,1,0,1,0,0,0,00,00,1,69,2,,,,24015,1,1,01,00,2
17,002343200000000047432,00614.0664,005,0,0,0,1,0,1,0,0,0,00,00,2,68,3,,,,10016,2,,01,01,2
17,002343300000000047433,00614.0664,003,0,0,0,1,0,1,0,0,0,00,00,1,29,2,,,,10014,1,1,01,00,2
17,002343400000000047434,00614.0664,002,1,0,1,1,0,1,0,1,0,01,00,2,46,4,,,,50002,1,3,00,00,2
17,002343500000000047435,00614.0664,003,0,1,1,1,0,1,0,0,1,00,01,1,63,2,,,,10014,1,3,01,00,2
17,002343600000000047436,00614.0664,005,0,1,1,1,1,1,0,0,1,00,01,1,46,2,,,,24015,1,3,00,00,2
17,002343700000000047437,00614.0664,002,1,0,1,1,0,1,0,1,0,01,00,2,41,4,,,,60811,1,2,01,00,2
17,002343800000000047438,00614.0664,003,0,1,1,1,0,0,0,0,1,00,01,1,62,2,,,,24015,2,,00,00,2
17,002343900000000047439,00614.0664,005,0,0,0,1,1,1,0,0,0,00,00,2,58,3,,,,24015,1,3,01,00,2
17,002344000000000047440,00614.0664,005,1,0,1,1,0,1,0,1,0,02,00,1,46,2,,,,40002,1,3,00,00,2
17,002344100000000047441,00531.3089,001,0,0,0,1,0,1,0,0,0,00,00,2,78,3,,,,10011,1,3,00,00,2
17,002344200000000047442,00531.3089,005,1,0,1,1,0,1,0,1,0,02,00,1,50,2,,,,24015,1,3,01,00,2
17,002344300000000047443,00531.3089,010,1,1,1,1,1,1,0,1,1,02,01,1,53,2,,,,24011,1,0,01,01,2
17,002344400000000047444,00531.3089,009,0,0,0,1,1,1,0,0,0,00,00,1,63,2,,,,24015,1,3,01,01,2
17,002344500000000047445,00531.3089,002,0,0,0,1,0,1,0,0,0,00,00,2,78,3,,,,10013,2,,01,00,2
17,002344600000000047446,00531.3089,003,0,0,0,1,1,1,0,0,0,00,00,1,49,2,,,,24015,1,3,01,00,2
17,002344700000000047447,00531.3089,001,0,0,0,1,0,0,0,0,0,00,00,2,63,4,,,,10016,2,,01,00,2
17,002344800000000047448,00531.3089,001,0,0,0,1,1,1,0,0,0,00,00,1,47,1,,,,10016,1,3,01,00,2
17,002344900000000047449,00531.3089,003,0,0,0,1,0,1,0,0,0,00,00,1,53,2,,,,24012,1,3,01,01,2
17,002345000000000047450,00531.3089,002,0,0,0,1,0,1,0,0,0,00,00,1,50,2,,,,24015,1,1,00,00,2
17,002345100000000047451,00531.3089,006,0,0,0,1,0,1,0,0,0,00,00,1,73,2,,,,10014,1,3,00,00,2
17,002345200000000047452,00531.3089,003,0,0,0,1,1,1,0,0,0,00,00,1,58,2,,,,24015,1,3,01,00,2
17,002345300000000047453,00531.3089,002,0,0,0,1,1,1,0,0,0,00,00,2,66,3,,,,10014,1,3,01,00,2
17,002345400000000047454,00531.3089,002,0,0,0,1,0,1,0,0,0,00,00,1,32,2,,,,24015,1,1,00,01,2
17,002345500000000047455,00531.3089,003,0,1,1,1,0,1,0,0,1,00,01,1,37,2,,,,24015,1,1,00,01,2
17,002345600000000047456,00531.3089,001,0,0,0,1,0,0,0,0,0,00,00,1,78,3,,,,24015,2,,01,00,2
17,002345700000000047457,00531.3089,005,1,0,1,1,0,1,0,1,0,02,00,1,39,2,,,,10015,1,0,01,01,2
17,002345800000000047458,00531.3089,005,1,1,1,1,0,1,0,1,1,01,01,1,38,2,,,,60716,1,3,01,01,2
17,002345900000000047459,00536.0227,006,0,1,1,1,1,1,0,0,1,00,01,1,64,2,,,,24015,1,3,00,01,1
17,002346000000000047460,00536.0227,005,1,0,1,1,0,1,0,1,0,03,00,1,36,2,,,,24015,1,1,00,01,1
17,002346100000000047461,00536.0227,002,0,0,0,1,1,1,0,0,0,00,00,1,77,3,,,,60413,1,1,00,01,1
17,002346200000000047462,00536.0227,007,1,1,1,1,1,1,0,1,1,01,01,1,45,2,,,,24011,1,3,00,01,1
17,002346300000000047463,00536.0227,004,0,1,1,1,0,1,0,0,1,00,01,1,46,2,,,,24015,1,1,00,00,1
17,002346400000000047464,00536.0227,004,1,0,1,1,1,1,0,1,0,01,00,1,55,3,,,,24012,1,3,00,01,1
17,002346500000000047465,00536.0227,004,0,0,0,1,0,1,0,0,0,00,00,1,65,2,,,,60003,1,3,00,01,1
17,002346600000000047466,00536.0227,006,1,0,1,1,0,1,0,1,0,01,00,1,60,2,,,,24013,1,1,00,00,1
17,002346700000000047467,00536.0227,006,1,0,1,1,0,1,0,1,0,01,00,2,60,3,,,,60001,1,3,00,01,1
17,002346800000000047468,00536.0227,003,1,0,1,1,0,1,0,1,0,01,00,1,28,2,,,,60732,1,2,00,01,1
17,002346900000000047469,00536.0227,010,1,1,1,1,1,1,1,1,0,01,00,1,54,2,,,,24015,1,3,01,01,1
17,002347000000000047470,00536.0227,004,0,0,0,1,1,1,0,0,0,00,00,1,50,3,,,,50002,1,3,00,01,1
17,002347100000000047471,00536.0227,002,0,1,1,1,0,1,0,0,1,00,01,2,65,3,,,,10016,1,3,00,00,1
17,002347200000000047472,00536.0227,003,0,0,0,1,1,1,0,0,0,00,00,2,53,3,,,,10014,1,0,00,00,1
17,002347300000000047473,00536.0227,005,0,0,0,1,0,1,0,0,0,00,00,1,53,2,,,,60002,1,1,00,01,1
17,002347400000000047474,00536.0227,005,1,1,1,1,0,1,0,1,1,01,02,1,39,2,,,,24015,1,3,00,00,1
17,002347500000000047475,00536.0227,004,0,1,1,1,0,1,0,0,1,00,01,1,45,2,,,,60414,1,2,01,01,1
17,002347600000000047476,00536.0227,003,0,0,1,1,0,1,0,0,0,00,00,1,42,2,,,,24015,1,1,01,01,1
17,002347700000000047477,00624.3494,002,0,0,0,1,0,0,0,0,0,00,00,2,74,3,,,,10018,2,,00,00,1
17,002347800000000047478,00624.3494,001,0,0,0,1,0,1,0,0,0,00,00,2,39,4,,,,40002,1,3,00,00,1
17,002347900000000047479,00624.3494,005,0,0,0,1,1,1,0,0,0,00,00,2,61,2,,,,60002,1,3,00,01,1
17,002348000000000047480,00624.3494,005,1,0,1,1,0,1,0,1,0,02,00,1,28,2,,,,60001,1,1,00,00,1
17,002348100000000047481,00624.3494,003,1,0,1,1,0,1,0,1,0,01,00,1,50,4,,,,24015,1,3,00,01,1
17,002348200000000047482,00624.3494,003,0,0,0,1,0,1,0,0,0,00,00,2,49,2,,,,60002,1,3,00,01,1
17,002348300000000047483,00624.3494,004,0,1,1,1,0,1,0,0,1,00,01,1,54,2,,,,24013,1,1,00,00,1
17,002348400000000047484,00624.3494,008,0,1,1,1,1,1,0,0,0,00,00,2,43,2,,,,24013,1,3,00,01,1
17,002348500000000047485,00624.3494,001,0,0,0,1,0,1,0,0,0,00,00,2,90,3,,,,10014,1,3,00,00,1
17,002348600000000047486,00624.3494,004,1,1,1,1,0,1,0,1,1,01,01,2,77,3,,,,10018,2,,00,00,1
17,002348700000000047487,00624.3494,003,0,0,0,1,1,1,0,0,0,00,00,2,67,4,,,,10018,1,3,00,01,1
17,002348800000000047488,00624.3494,002,0,0,0,1,0,0,0,0,0,00,00,2,82,3,,,,10014,2,,00,01,1
17,002348900000000047489,00624.3494,003,0,0,0,1,1,1,0,0,0,00,00,2,36,1,,,,60413,1,1,00,01,1
17,002349000000000047490,00624.3494,003,0,0,0,1,0,1,0,0,0,00,00,1,64,2,,,,10014,1,1,00,00,1
17,002349100000000047491,00624.3494,001,0,0,0,1,1,1,0,0,0,00,00,1,42,1,,,,24015,1,1,00,00,1
17,002349200000000047492,00624.3494,004,0,0,0,1,0,1,0,0,0,00,00,1,30,2,,,,60002,1,1,00,01,1
17,002349300000000047493,00624.3494,004,1,0,1,1,0,1,0,1,0,01,00,1,32,2,,,,24012,1,1,00,00,1
17,002349400000000047494,00624.3494,004,1,0,1,1,0,1,0,1,0,01,00,2,48,2,,,,24011,1,2,00,00,1
17,002349500000000047495,00624.3494,001,0,0,0,1,0,0,0,0,0,00,00,1,73,3,,,,10018,2,,00,00,1
17,002349600000000047496,00624.3494,005,0,1,1,1,1,1,0,0,1,00,02,2,79,1,,,,60111,2,,00,01,1
17,002349700000000047497,00584.0970,004,0,1,1,1,0,1,0,0,1,00,01,1,45,2,,,,24012,1,3,00,00,2
17,002349800000000047498,00584.0970,003,0,1,1,1,0,1,0,0,1,00,01,1,43,2,,,,24015,1,3,00,01,2
17,002349900000000047499,00584.0970,008,0,1,1,1,0,1,0,0,1,00,01,1,44,2,,,,50002,1,2,01,00,2
17,002350000000000047500,00584.0970,004,1,0,1,1,0,1,0,1,0,01,00,1,35,2,,,,24013,1,0,00,00,2
17,002350100000000047501,00584.0970,003,0,1,1,1,0,1,0,0,1,00,01,1,65,2,,,,10018,1,3,00,01,2
17,002350200000000047502,00584.0970,002,0,0,0,1,1,1,0,0,0,00,00,2,53,3,,,,24015,1,2,00,00,2
17,002350300000000047503,00584.0970,006,1,1,1,1,0,1,0,1,1,01,01,1,40,2,,,,60003,1,3,01,01,2
17,002350400000000047504,00584.0970,003,0,0,0,1,1,1,0,0,0,00,00,1,80,2,,,,10013,1,3,01,00,2
17,002350500000000047505,00584.0970,005,1,1,1,1,0,1,0,1,1,01,01,1,28,2,,,,24013,1,1,00,00,2
17,002350600000000047506,00584.0970,006,0,0,0,1,0,1,0,0,0,00,00,1,59,2,,,,10016,2,,01,00,2
17,002350700000000047507,00584.0970,007,1,1,1,1,0,1,0,1,1,02,01,2,53,2,,,,10016,1,3,00,00,2
17,002350800000000047508,00584.0970,002,0,0,0,1,1,1,0,0,0,00,00,2,64,3,,,,10015,1,3,00,01,2
17,002350900000000047509,00584.0970,002,0,0,0,1,0,1,0,0,0,00,00,1,29,2,,,,10013,1,3,01,00,2
17,002351000000000047510,00584.0970,003,1,0,1,1,0,1,0,1,0,01,00,1,40,2,,,,24015,1,3,00,00,2
17,002351100000000047511,00584.0970,002,1,0,1,1,0,1,0,1,0,01,00,1,57,3,,,,10011,1,0,00,00,2
17,002351200000000047512,00599.3760,005,1,0,1,1,1,1,0,1,0,01,00,2,41,3,,,,10016,1,3,01,00,2
17,002351300000000047513,00599.3760,004,1,0,1,1,0,1,0,1,0,01,00,1,38,2,,,,24015,1,3,01,00,2
17,002351400000000047514,00599.3760,005,1,0,1,1,0,1,0,1,0,01,00,1,37,2,,,,10016,1,1,01,00,2
17,002351500000000047515,00599.3760,011,1,1,1,1,0,1,0,1,1,01,03,1,48,2,,,,24012,1,3,01,00,2
17,002351600000000047516,00599.3760,002,0,0,0,1,0,1,0,0,0,00,00,1,71,2,,,,10016,1,3,01,00,2
17,002351700000000047517,00599.3760,007,1,1,1,1,0,1,0,1,1,02,01,1,39,2,,,,10016,1,3,01,00,2
17,002351800000000047518,00599.3760,003,1,1,1,1,0,1,0,1,1,01,01,2,34,2,,,,50110,1,3,01,00,2
17,002351900000000047519,00599.3760,005,1,0,1,1,0,1,0,1,0,02,00,1,39,2,,,,50002,1,3,01,00,2
17,002352000000000047520,00599.3760,005,1,1,1,1,0,1,0,1,1,02,01,1,37,2,,,,24013,1,3,00,00,2
17,002352100000000047521,00599.3760,005,1,0,1,1,0,1,0,1,0,02,00,1,40,2,,,,10016,1,3,01,00,2
17,002352200000000047522,00599.3760,004,1,1,1,1,0,1,0,0,1,00,01,1,40,2,,,,24015,1,1,01,00,2
17,002352300000000047523,00599.3760,003,0,0,0,1,1,1,0,0,0,00,00,1,72,2,,,,10016,1,3,01,00,2
17,002352400000000047524,00599.3760,002,0,0,0,1,0,1,0,0,0,00,00,1,63,2,,,,10013,1,4,00,01,2
17,002352500000000047525,00599.3760,002,0,0,0,1,0,1,0,0,0,00,00,1,53,2,,,,10012,1,3,01,00,2
17,002352600000000047526,00599.3760,002,0,0,0,1,0,1,0,0,0,00,00,1,50,2,,,,10011,1,4,01,01,2
